teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_T,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Dearborn Heights Crestwood,311409,2012,8,10.375,9.0,83.0,8,2.0,0.5,16.0,1.0,1.0,7.0,"[311050.0, 311502.0, 311218.0, 311533.0, 311294.0, 311318.0, 311096.0, 311064.0, 311429.0]",0.875,67.0,8.375,,,,,,,,,,,,,,4.0,11.0,9.0,44.0,4.0,3.75,3.5,15.0,1.0,0.0,3.0,"[311294.0, 311096.0, 311064.0, 311429.0]",0.75,29.0,7.25,4.0,9.75,9.0,39.0,4.0,0.25,0.0,1.0,0.0,1.0,4.0,"[311050.0, 311502.0, 311218.0, 311533.0, 311318.0]",1.0,38.0,9.5
Dearborn Heights Robichaud,311064,2012,5,0.8,0.0,4.0,5,17.4,17.0,87.0,5.0,3.0,0.0,"[nan, 377492.0, nan, 377492.0, 311223.0, 311409.0, 311533.0, 311223.0]",0.0,-83.0,-16.599999999999998,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,16.5,16.5,33.0,2.0,3.0,0.0,"[nan, 377492.0, nan, 377492.0, 311223.0]",0.0,-31.0,-15.5,3.0,0.6666666666666666,0.0,2.0,3.0,18.0,17.0,54.0,3.0,0.0,0.0,"[311223.0, 311409.0, 311533.0]",0.0,-52.0,-17.333333333333332
Dearborn Hts Star International,311632,2012,3,0.0,0.0,0.0,3,21.666666666666668,24.0,65.0,3.0,0.0,0.0,"[311021.0, 311018.0, 311018.0]",0.0,-65.0,-21.666666666666668,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,25.0,25.0,25.0,1.0,0.0,0.0,[311018.0],0.0,-25.0,-25.0,2.0,0.0,0.0,0.0,2.0,20.0,20.0,40.0,2.0,0.0,0.0,"[311021.0, 311018.0]",0.0,-40.0,-20.0
Decatur,311120,2012,19,7.842105263157895,7.0,149.0,19,2.8421052631578947,3.0,54.0,3.0,1.0,16.0,"[311293.0, 311383.0, 311102.0, 311102.0, 311478.0, 311478.0, 311172.0, 311172.0, 311304.0, 311353.0, 311392.0, 311392.0, 311391.0, 311024.0, 311385.0, 311385.0, 311531.0, 311531.0, 311412.0, 311391.0]",0.8421052631578947,95.0,5.0,,,,,,,,,,,,,,14.0,8.285714285714286,9.5,116.0,14.0,2.4285714285714284,2.5,34.0,2.0,0.0,12.0,"[311293.0, 311383.0, 311478.0, 311478.0, 311172.0, 311172.0, 311304.0, 311353.0, 311392.0, 311392.0, 311391.0, 311385.0, 311385.0, 311412.0]",0.8571428571428571,82.0,5.857142857142858,5.0,6.6,7.0,33.0,5.0,4.0,3.0,20.0,1.0,1.0,4.0,"[311102.0, 311102.0, 311024.0, 311531.0, 311531.0, 311391.0]",0.8,13.0,2.5999999999999996
Deckerville,311212,2012,8,6.875,6.0,55.0,8,5.125,4.0,41.0,3.0,9.0,5.0,"[311545.0, 311559.0, 311559.0, 311593.0, 311593.0, 311039.0, 311039.0, 311634.0, 311301.0, 311301.0, 311079.0, 311447.0, 311447.0, 311306.0, 311036.0, 311211.0, 311536.0]",0.625,14.0,1.75,,,,,,,,,,,,,,2.0,14.5,14.5,29.0,2.0,4.0,4.0,8.0,0.0,2.0,2.0,"[311559.0, 311559.0, 311634.0, 311211.0]",1.0,21.0,10.5,6.0,4.333333333333333,3.5,26.0,6.0,5.5,3.5,33.0,3.0,7.0,3.0,"[311545.0, 311593.0, 311593.0, 311039.0, 311039.0, 311301.0, 311301.0, 311079.0, 311447.0, 311447.0, 311306.0, 311036.0, 311536.0]",0.5,-7.0,-1.166666666666667
Delton Kellogg,311051,2012,18,2.7222222222222223,2.0,49.0,18,8.444444444444445,7.5,152.0,15.0,5.0,3.0,"[311115.0, 311170.0, 311497.0, 311497.0, 311130.0, 311461.0, 311461.0, 311131.0, 311131.0, 311148.0, 311148.0, 311156.0, 311156.0, 311322.0, 311322.0, 311469.0, 311469.0, 311166.0, 311166.0, 311016.0, 311016.0, 311246.0, 311246.0]",0.16666666666666666,-103.0,-5.722222222222222,,,,,,,,,,,,,,8.0,2.75,1.5,22.0,8.0,8.875,8.5,71.0,7.0,2.0,1.0,"[311170.0, 311461.0, 311461.0, 311148.0, 311156.0, 311156.0, 311166.0, 311166.0, 311246.0, 311246.0]",0.125,-49.0,-6.125,10.0,2.7,2.0,27.0,10.0,8.1,7.0,81.0,8.0,3.0,2.0,"[311115.0, 311497.0, 311497.0, 311130.0, 311131.0, 311131.0, 311148.0, 311322.0, 311322.0, 311469.0, 311469.0, 311016.0, 311016.0]",0.2,-54.0,-5.3999999999999995
Detroit Cass Tech,311336,2012,4,4.0,1.0,16.0,4,7.25,5.0,29.0,3.0,10.0,1.0,"[311505.0, 311505.0, 311028.0, 311400.0, 311400.0, 311047.0, 311435.0, 311435.0, 311429.0, 311505.0, 311028.0, 311400.0, 311180.0, 311505.0]",0.25,-13.0,-3.25,,,,,,,,,,,,,,1.0,14.0,14.0,14.0,1.0,4.0,4.0,4.0,0.0,4.0,1.0,"[311028.0, 311047.0, 311505.0, 311028.0, 311400.0]",1.0,10.0,10.0,3.0,0.6666666666666666,0.0,2.0,3.0,8.333333333333334,6.0,25.0,3.0,6.0,0.0,"[311505.0, 311505.0, 311400.0, 311400.0, 311435.0, 311435.0, 311429.0, 311180.0, 311505.0]",0.0,-23.0,-7.666666666666667
Detroit Catholic Central,311316,2012,27,4.37037037037037,4.0,118.0,27,6.481481481481482,6.0,175.0,17.0,4.0,9.0,"[311294.0, 311505.0, 311247.0, 311439.0, 311126.0, 311126.0, 311049.0, 311049.0, 311228.0, 311228.0, 311022.0, 311022.0, 311121.0, 311121.0, 311372.0, 311372.0, 311277.0, 311277.0, 311505.0, 311126.0, 311126.0, 311228.0, 311228.0, 311121.0, 311121.0, 311022.0, 311372.0, 311372.0, 311277.0, 311277.0]",0.3333333333333333,-57.0,-2.1111111111111116,,,,,,,,,,,,,,14.0,4.285714285714286,4.0,60.0,14.0,7.357142857142857,7.0,103.0,9.0,1.0,4.0,"[311505.0, 311126.0, 311126.0, 311049.0, 311049.0, 311228.0, 311121.0, 311121.0, 311277.0, 311277.0, 311228.0, 311228.0, 311372.0, 311372.0]",0.2857142857142857,-43.0,-3.071428571428571,13.0,4.461538461538462,3.0,58.0,13.0,5.538461538461538,5.0,72.0,8.0,3.0,5.0,"[311294.0, 311247.0, 311439.0, 311228.0, 311022.0, 311022.0, 311372.0, 311372.0, 311505.0, 311126.0, 311126.0, 311121.0, 311121.0, 311022.0, 311277.0, 311277.0]",0.38461538461538464,-14.0,-1.0769230769230766
Detroit Central Collegiate,311329,2012,3,1.0,0.0,3.0,3,9.0,10.0,27.0,3.0,7.0,0.0,"[311614.0, 311614.0, 311591.0, 311614.0, 311195.0, 311313.0, 311343.0, 311614.0, 311591.0, 311195.0]",0.0,-24.0,-8.0,0.0,,,0.0,0.0,,,0.0,1.0,[311446.0],0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[311614.0, 311195.0, 311313.0, 311591.0]",,0.0,,3.0,1.0,0.0,3.0,3.0,9.0,10.0,27.0,3.0,4.0,0.0,"[311614.0, 311591.0, 311614.0, 311343.0, 311614.0, 311195.0, 311446.0]",0.0,-24.0,-8.0
Detroit Cesar Chavez Academy,311370,2012,5,2.4,2.0,12.0,5,13.0,12.0,65.0,5.0,2.0,0.0,"[311191.0, 311191.0, 311629.0, 311018.0, 377492.0, 311018.0, 311018.0]",0.0,-53.0,-10.6,,,,,,,,,,,,,,3.0,1.6666666666666667,1.0,5.0,3.0,12.333333333333334,12.0,37.0,3.0,0.0,0.0,"[311629.0, 377492.0, 311018.0]",0.0,-32.0,-10.666666666666668,2.0,3.5,3.5,7.0,2.0,14.0,14.0,28.0,2.0,2.0,0.0,"[311191.0, 311191.0, 311018.0, 311018.0]",0.0,-21.0,-10.5
Detroit Cody,311591,2012,0,,,0.0,0,,,0.0,0.0,8.0,0.0,"[311195.0, 311329.0, 311313.0, 311343.0, 311614.0, 311195.0, 311329.0, 311313.0]",,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[311329.0, 311343.0, 311614.0, 311195.0, 311313.0]",,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[311195.0, 311313.0, 311329.0]",,0.0,
Detroit Communication Media Arts,311614,2012,7,10.714285714285714,11.0,75.0,7,3.142857142857143,3.0,22.0,0.0,3.0,7.0,"[311329.0, 311329.0, 311329.0, 311343.0, 311195.0, 311591.0, 311329.0, 311313.0, 311343.0, 311082.0]",1.0,53.0,7.571428571428571,,,,,,,,,,,,,,5.0,10.4,10.0,52.0,5.0,2.4,3.0,12.0,0.0,1.0,5.0,"[311329.0, 311329.0, 311195.0, 311329.0, 311343.0, 311082.0]",1.0,40.0,8.0,2.0,11.5,11.5,23.0,2.0,5.0,5.0,10.0,0.0,2.0,2.0,"[311329.0, 311343.0, 311591.0, 311313.0]",1.0,13.0,6.5
Detroit Community,377463,2012,5,4.4,4.0,22.0,5,9.2,10.0,46.0,4.0,1.0,1.0,"[311540.0, 311108.0, 377492.0, 311097.0, 311315.0, 311097.0]",0.2,-24.0,-4.799999999999999,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[311315.0],,0.0,,5.0,4.4,4.0,22.0,5.0,9.2,10.0,46.0,4.0,0.0,1.0,"[311540.0, 311108.0, 377492.0, 311097.0, 311097.0]",0.2,-24.0,-4.799999999999999
Detroit Consortium,377492,2012,11,13.454545454545455,11.0,148.0,11,4.2727272727272725,3.0,47.0,0.0,2.0,11.0,"[311064.0, 311064.0, 311223.0, 377463.0, 311232.0, 311370.0, 377494.0, 311315.0, 311097.0, 311129.0, 376878.0, 311223.0, 311097.0]",1.0,101.0,9.181818181818183,,,,,,,,,,,,,,4.0,12.5,11.5,50.0,4.0,5.75,6.5,23.0,0.0,1.0,4.0,"[377463.0, 311232.0, 377494.0, 311097.0, 376878.0]",1.0,27.0,6.75,7.0,14.0,11.0,98.0,7.0,3.4285714285714284,2.0,24.0,0.0,1.0,7.0,"[311064.0, 311064.0, 311223.0, 311370.0, 311315.0, 311129.0, 311223.0, 311097.0]",1.0,74.0,10.571428571428571
Detroit Country Day,311267,2012,8,9.25,6.5,74.0,8,7.375,7.0,59.0,4.0,3.0,4.0,"[311184.0, 311184.0, 311616.0, 311133.0, 311309.0, 311180.0, 311180.0, 311521.0, 311030.0, 311158.0, 311460.0]",0.5,15.0,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.25,6.5,74.0,8.0,7.375,7.0,59.0,4.0,3.0,4.0,"[311184.0, 311184.0, 311616.0, 311133.0, 311309.0, 311180.0, 311180.0, 311521.0, 311030.0, 311158.0, 311460.0]",0.5,15.0,1.875
Detroit Denby,311248,2012,2,3.5,3.5,7.0,2,18.0,18.0,36.0,2.0,7.0,0.0,"[311398.0, 311266.0, 311082.0, 311446.0, 311617.0, 311398.0, 311266.0, 311082.0, 377261.0]",0.0,-29.0,-14.5,,,,,,,,,,,,,,2.0,3.5,3.5,7.0,2.0,18.0,18.0,36.0,2.0,3.0,0.0,"[311266.0, 311082.0, 311617.0, 311398.0, 377261.0]",0.0,-29.0,-14.5,0.0,,,0.0,0.0,,,0.0,0.0,4.0,0.0,"[311398.0, 311446.0, 311266.0, 311082.0]",,0.0,
Detroit Edison Public School Academy,377261,2012,2,8.0,8.0,16.0,2,4.0,4.0,8.0,0.0,0.0,2.0,"[311626.0, 311248.0]",1.0,8.0,4.0,,,,,,,,,,,,,,1.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,[311626.0],1.0,1.0,1.0,1.0,12.0,12.0,12.0,1.0,5.0,5.0,5.0,0.0,0.0,1.0,[311248.0],1.0,7.0,7.0
Detroit Henry Ford,311343,2012,2,5.5,5.5,11.0,2,14.5,14.5,29.0,2.0,8.0,0.0,"[311313.0, 311195.0, 311614.0, 311591.0, 311329.0, 311315.0, 311313.0, 311195.0, 311614.0, 311446.0]",0.0,-18.0,-9.0,,,,,,,,,,,,,,1.0,8.0,8.0,8.0,1.0,11.0,11.0,11.0,1.0,3.0,0.0,"[311195.0, 311614.0, 311329.0, 311313.0]",0.0,-3.0,-3.0,1.0,3.0,3.0,3.0,1.0,18.0,18.0,18.0,1.0,5.0,0.0,"[311313.0, 311591.0, 311315.0, 311195.0, 311614.0, 311446.0]",0.0,-15.0,-15.0
Detroit Henry Ford Academy Creative,376878,2012,2,1.0,1.0,2.0,2,12.5,12.5,25.0,2.0,1.0,0.0,"[311018.0, 377492.0, 311018.0]",0.0,-23.0,-11.5,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,12.5,12.5,25.0,2.0,0.0,0.0,"[311018.0, 311018.0]",0.0,-23.0,-11.5,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,[377492.0],,0.0,
Detroit Martin Luther King,311435,2012,11,5.909090909090909,4.0,65.0,11,6.636363636363637,5.0,73.0,6.0,8.0,5.0,"[311540.0, 311567.0, 311567.0, 311180.0, 311028.0, 311028.0, 311047.0, 311047.0, 311208.0, 311505.0, 311336.0, 311336.0, 311028.0, 311400.0, 311400.0, 311094.0, 311047.0, 311180.0, 311400.0]",0.45454545454545453,-8.0,-0.7272727272727275,,,,,,,,,,,,,,4.0,4.5,5.0,18.0,4.0,6.5,6.0,26.0,2.0,4.0,2.0,"[311540.0, 311180.0, 311047.0, 311047.0, 311336.0, 311336.0, 311094.0, 311400.0]",0.5,-8.0,-2.0,7.0,6.714285714285714,4.0,47.0,7.0,6.714285714285714,5.0,47.0,4.0,4.0,3.0,"[311567.0, 311567.0, 311028.0, 311028.0, 311208.0, 311505.0, 311028.0, 311400.0, 311400.0, 311047.0, 311180.0]",0.42857142857142855,0.0,0.0
Detroit Mumford,311047,2012,2,12.0,12.0,24.0,2,0.5,0.5,1.0,0.0,9.0,2.0,"[311400.0, 311400.0, 311505.0, 311435.0, 311435.0, 311336.0, 311028.0, 311028.0, 311400.0, 311505.0, 311435.0]",1.0,23.0,11.5,,,,,,,,,,,,,,2.0,12.0,12.0,24.0,2.0,0.5,0.5,1.0,0.0,3.0,2.0,"[311505.0, 311028.0, 311028.0, 311400.0, 311435.0]",1.0,23.0,11.5,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[311400.0, 311400.0, 311435.0, 311435.0, 311336.0, 311505.0]",,0.0,
Detroit Northwestern,311313,2012,4,1.0,1.0,4.0,4,14.5,14.5,58.0,4.0,10.0,0.0,"[311343.0, 311591.0, 311329.0, 311195.0, 311343.0, 311614.0, 311591.0, 311343.0, 311591.0, 311329.0, 311195.0, 311343.0, 311614.0, 311591.0]",0.0,-54.0,-13.5,,,,,,,,,,,,,,4.0,1.0,1.0,4.0,4.0,14.5,14.5,58.0,4.0,4.0,0.0,"[311343.0, 311591.0, 311195.0, 311614.0, 311343.0, 311591.0, 311195.0, 311614.0]",0.0,-54.0,-13.5,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[311329.0, 311343.0, 311591.0, 311329.0, 311343.0, 311591.0]",,0.0,
Detroit Osborn,311446,2012,2,8.0,8.0,16.0,2,9.5,9.5,19.0,2.0,7.0,0.0,"[311617.0, 311082.0, 311398.0, 311248.0, 311266.0, 311617.0, 311082.0, 311398.0, 311343.0]",0.0,-3.0,-1.5,0.0,,,0.0,0.0,,,0.0,1.0,[311329.0],0.0,0.0,,1.0,7.0,7.0,7.0,1.0,8.0,8.0,8.0,1.0,6.0,0.0,"[311617.0, 311398.0, 311248.0, 311266.0, 311082.0, 311343.0, 311329.0]",0.0,-1.0,-1.0,1.0,9.0,9.0,9.0,1.0,11.0,11.0,11.0,1.0,2.0,0.0,"[311082.0, 311617.0, 311398.0]",0.0,-2.0,-2.0
Detroit Pershing,311398,2012,1,7.0,7.0,7.0,1,18.0,18.0,18.0,1.0,7.0,0.0,"[311248.0, 311617.0, 311446.0, 311266.0, 311082.0, 311248.0, 311617.0, 311446.0]",0.0,-11.0,-11.0,,,,,,,,,,,,,,1.0,7.0,7.0,7.0,1.0,18.0,18.0,18.0,1.0,4.0,0.0,"[311248.0, 311266.0, 311082.0, 311617.0, 311446.0]",0.0,-11.0,-11.0,0.0,,,0.0,0.0,,,0.0,0.0,3.0,0.0,"[311617.0, 311446.0, 311248.0]",,0.0,
Detroit Renaissance,311400,2012,9,4.888888888888889,3.0,44.0,9,8.0,9.0,72.0,7.0,10.0,2.0,"[311380.0, 311074.0, 311074.0, 311047.0, 311047.0, 311136.0, 311254.0, 311336.0, 311336.0, 311028.0, 311505.0, 311505.0, 311047.0, 311161.0, 311161.0, 311435.0, 311435.0, 311336.0, 311435.0]",0.2222222222222222,-28.0,-3.1111111111111107,,,,,,,,,,,,,,2.0,3.5,3.5,7.0,2.0,3.0,3.0,6.0,1.0,4.0,1.0,"[311047.0, 311047.0, 311336.0, 311336.0, 311435.0, 311435.0]",0.5,1.0,0.5,7.0,5.285714285714286,2.0,37.0,7.0,9.428571428571429,10.0,66.0,6.0,6.0,1.0,"[311380.0, 311074.0, 311074.0, 311136.0, 311254.0, 311028.0, 311505.0, 311505.0, 311047.0, 311161.0, 311161.0, 311336.0, 311435.0]",0.14285714285714285,-29.0,-4.142857142857143
Detroit Southeastern,311028,2012,8,1.25,0.0,10.0,8,16.75,17.5,134.0,8.0,3.0,0.0,"[311435.0, 311435.0, 311336.0, 311505.0, 311505.0, 311400.0, 311047.0, 311047.0, 311435.0, 311336.0, 311505.0]",0.0,-124.0,-15.5,,,,,,,,,,,,,,5.0,1.0,0.0,5.0,5.0,19.2,18.0,96.0,5.0,2.0,0.0,"[311435.0, 311435.0, 311505.0, 311505.0, 311400.0, 311435.0, 311505.0]",0.0,-91.0,-18.2,3.0,1.6666666666666667,1.0,5.0,3.0,12.666666666666666,14.0,38.0,3.0,1.0,0.0,"[311336.0, 311047.0, 311047.0, 311336.0]",0.0,-33.0,-11.0
Detroit U-D Jesuit,311228,2012,31,6.32258064516129,5.0,196.0,31,4.806451612903226,4.0,149.0,12.0,0.0,19.0,"[311492.0, 311492.0, 311186.0, 311314.0, 311709.0, 311709.0, 311439.0, 311372.0, 311372.0, 311316.0, 311316.0, 311450.0, 311450.0, 311236.0, 311126.0, 311126.0, 311277.0, 311277.0, 311121.0, 311121.0, 311372.0, 311372.0, 311316.0, 311316.0, 311126.0, 311126.0, 311277.0, 311277.0, 311121.0, 311121.0, 311277.0]",0.6129032258064516,47.0,1.516129032258064,,,,,,,,,,,,,,14.0,5.071428571428571,4.5,71.0,14.0,4.5,4.0,63.0,6.0,0.0,8.0,"[311492.0, 311492.0, 311314.0, 311439.0, 311316.0, 311277.0, 311277.0, 311372.0, 311372.0, 311126.0, 311126.0, 311121.0, 311121.0, 311277.0]",0.5714285714285714,8.0,0.5714285714285712,17.0,7.352941176470588,6.0,125.0,17.0,5.0588235294117645,3.0,86.0,6.0,0.0,11.0,"[311186.0, 311709.0, 311709.0, 311372.0, 311372.0, 311316.0, 311450.0, 311450.0, 311236.0, 311126.0, 311126.0, 311121.0, 311121.0, 311316.0, 311316.0, 311277.0, 311277.0]",0.6470588235294118,39.0,2.2941176470588234
Detroit Western International,311505,2012,12,9.25,10.5,111.0,12,4.333333333333333,2.0,52.0,2.0,12.0,10.0,"[311316.0, 311111.0, 311111.0, 311015.0, 311015.0, 311094.0, 311121.0, 311121.0, 311276.0, 311336.0, 311336.0, 311047.0, 311028.0, 311028.0, 311316.0, 311435.0, 311400.0, 311400.0, 311540.0, 311336.0, 311047.0, 311028.0, 311336.0, 311074.0]",0.8333333333333334,59.0,4.916666666666667,,,,,,,,,,,,,,5.0,6.0,9.0,30.0,5.0,6.0,2.0,30.0,2.0,5.0,3.0,"[311121.0, 311121.0, 311336.0, 311336.0, 311316.0, 311435.0, 311400.0, 311400.0, 311047.0, 311336.0]",0.6,0.0,0.0,7.0,11.571428571428571,11.0,81.0,7.0,3.142857142857143,2.0,22.0,0.0,7.0,7.0,"[311316.0, 311111.0, 311111.0, 311015.0, 311015.0, 311094.0, 311276.0, 311047.0, 311028.0, 311028.0, 311540.0, 311336.0, 311028.0, 311074.0]",1.0,59.0,8.428571428571429
Dexter,311098,2012,26,8.115384615384615,8.5,211.0,26,3.1153846153846154,2.0,81.0,7.0,5.0,18.0,"[311292.0, 311292.0, 311126.0, 311126.0, 311355.0, 311355.0, 311167.0, 311167.0, 311598.0, 311598.0, 311235.0, 311235.0, 311077.0, 311077.0, 311434.0, 311434.0, 311464.0, 311464.0, 311095.0, 311095.0, 311501.0, 311501.0, 311111.0, 311474.0, 311474.0, 311231.0, 311231.0, 311308.0, 311118.0, 311118.0]",0.6923076923076923,130.0,5.0,,,,,,,,,,,,,,10.0,6.8,7.5,68.0,10.0,1.5,0.5,15.0,1.0,3.0,8.0,"[311292.0, 311292.0, 311355.0, 311355.0, 311077.0, 311077.0, 311095.0, 311095.0, 311501.0, 311501.0, 311231.0, 311231.0]",0.8,53.0,5.3,16.0,8.9375,11.5,143.0,16.0,4.125,4.5,66.0,6.0,2.0,10.0,"[311126.0, 311126.0, 311167.0, 311167.0, 311598.0, 311598.0, 311235.0, 311235.0, 311434.0, 311434.0, 311464.0, 311464.0, 311111.0, 311474.0, 311474.0, 311308.0, 311118.0, 311118.0]",0.625,77.0,4.8125
Dowagiac,311293,2012,15,4.0,4.0,60.0,15,7.733333333333333,8.0,116.0,12.0,4.0,2.0,"[311102.0, 311120.0, 311487.0, 311270.0, 311270.0, 311058.0, 311058.0, 311487.0, 311487.0, 311115.0, 311115.0, 311170.0, 311170.0, 311522.0, 311522.0, 311371.0, 311274.0, 311274.0]",0.13333333333333333,-56.0,-3.7333333333333334,,,,,,,,,,,,,,9.0,3.888888888888889,4.0,35.0,9.0,6.666666666666667,7.0,60.0,6.0,2.0,2.0,"[311487.0, 311270.0, 311058.0, 311058.0, 311487.0, 311487.0, 311170.0, 311170.0, 311522.0, 311522.0]",0.2222222222222222,-25.0,-2.777777777777778,6.0,4.166666666666667,3.5,25.0,6.0,9.333333333333334,10.0,56.0,6.0,2.0,0.0,"[311102.0, 311120.0, 311270.0, 311115.0, 311115.0, 311371.0, 311274.0, 311274.0]",0.0,-31.0,-5.166666666666667
Dryden,311143,2012,10,6.3,7.0,63.0,10,5.9,6.0,59.0,6.0,4.0,3.0,"[311177.0, 311177.0, 311394.0, 311394.0, 311397.0, 311397.0, 311345.0, 311345.0, 311592.0, 311137.0, 311229.0, 311229.0, 311198.0]",0.3,4.0,0.39999999999999947,,,,,,,,,,,,,,4.0,10.25,10.0,41.0,4.0,4.25,4.0,17.0,0.0,2.0,3.0,"[311397.0, 311397.0, 311345.0, 311345.0, 311592.0]",0.75,24.0,6.0,6.0,3.6666666666666665,3.5,22.0,6.0,7.0,6.5,42.0,6.0,2.0,0.0,"[311177.0, 311177.0, 311394.0, 311394.0, 311137.0, 311229.0, 311229.0, 311198.0]",0.0,-20.0,-3.3333333333333335
Dundee,311310,2012,4,9.5,8.5,38.0,4,2.5,2.5,10.0,0.0,4.0,4.0,"[376727.0, 311315.0, 311315.0, 311598.0, 311335.0, 311335.0, 311237.0, 311237.0]",1.0,28.0,7.0,,,,,,,,,,,,,,4.0,9.5,8.5,38.0,4.0,2.5,2.5,10.0,0.0,2.0,4.0,"[376727.0, 311598.0, 311335.0, 311335.0, 311237.0, 311237.0]",1.0,28.0,7.0,0.0,,,0.0,0.0,,,0.0,0.0,2.0,0.0,"[311315.0, 311315.0]",,0.0,
Durand,311360,2012,16,9.125,7.0,146.0,16,4.875,3.0,78.0,6.0,8.0,10.0,"[311100.0, 311100.0, 311345.0, 311345.0, 311229.0, 311229.0, 311209.0, 311209.0, 311514.0, 311514.0, 311515.0, 311515.0, 311125.0, 311125.0, 311320.0, 311599.0, 311599.0, 311286.0, 311328.0, nan, nan, 311125.0, 311125.0, 311592.0]",0.625,68.0,4.25,,,,,,,,,,,,,,8.0,5.625,3.5,45.0,8.0,7.125,6.5,57.0,4.0,4.0,4.0,"[311100.0, 311100.0, 311229.0, 311229.0, 311599.0, 311599.0, 311286.0, 311328.0, nan, nan, 311125.0, 311125.0]",0.5,-12.0,-1.5,8.0,12.625,11.5,101.0,8.0,2.625,1.5,21.0,2.0,4.0,6.0,"[311345.0, 311345.0, 311209.0, 311209.0, 311514.0, 311514.0, 311515.0, 311515.0, 311125.0, 311125.0, 311320.0, 311592.0]",0.75,80.0,10.0
East Detroit,311083,2012,20,7.2,4.5,144.0,20,8.45,9.5,169.0,11.0,2.0,9.0,"[311626.0, 311626.0, 311629.0, 311629.0, 311498.0, 311498.0, 311056.0, 311214.0, 311214.0, 311459.0, 311106.0, 311394.0, 311020.0, 311566.0, 311459.0, 311106.0, 311020.0, 311037.0, 311234.0, 311626.0, 311566.0, 311168.0]",0.45,-25.0,-1.2499999999999991,,,,,,,,,,,,,,10.0,10.1,13.0,101.0,10.0,6.1,6.0,61.0,3.0,2.0,7.0,"[311626.0, 311626.0, 311629.0, 311629.0, 311394.0, 311020.0, 311459.0, 311106.0, 311037.0, 311234.0, 311626.0, 311566.0]",0.7,40.0,4.0,10.0,4.3,1.5,43.0,10.0,10.8,12.0,108.0,8.0,0.0,2.0,"[311498.0, 311498.0, 311056.0, 311214.0, 311214.0, 311459.0, 311106.0, 311566.0, 311020.0, 311168.0]",0.2,-65.0,-6.500000000000001
East Grand Rapids,311578,2012,27,6.555555555555555,6.0,177.0,27,6.037037037037037,5.0,163.0,11.0,3.0,15.0,"[311126.0, 311126.0, 311547.0, 311305.0, 311305.0, 311207.0, 311207.0, 311207.0, 311590.0, 311587.0, 311457.0, 311457.0, 311457.0, 311457.0, 311454.0, 311576.0, 311576.0, 311377.0, 311576.0, 311444.0, 311444.0, 311271.0, 311271.0, 311271.0, 311152.0, 311510.0, 311510.0, 311510.0, 311623.0]",0.5555555555555556,14.0,0.5185185185185182,,,,,,,,,,,,,,15.0,8.0,6.0,120.0,15.0,6.266666666666667,5.0,94.0,4.0,1.0,10.0,"[311126.0, 311126.0, 311207.0, 311587.0, 311457.0, 311457.0, 311454.0, 311576.0, 311576.0, 311377.0, 311444.0, 311444.0, 311271.0, 311510.0, 311510.0]",0.6666666666666666,26.0,1.7333333333333334,12.0,4.75,4.0,57.0,12.0,5.75,5.5,69.0,7.0,2.0,5.0,"[311547.0, 311305.0, 311305.0, 311207.0, 311207.0, 311590.0, 311457.0, 311457.0, 311576.0, 311271.0, 311271.0, 311152.0, 311510.0, 311623.0]",0.4166666666666667,-12.0,-1.0
